"","studyarea","certainty","Pre","NEO","CHALCO","BA","EBA","IA","EIA","LIA","HELLEN","RP","LRP","LA_","EMA","HMA","LMA","MA_XIV","MA_XVII"
"r_1","Box1","certain","0.601649710298321","1.08113336853869","0.945123641039539","0.477305690112933","0.597440364638611","0.744595118378303","0.656926135080686","0.749708468196403","0.964300822703579","0.629803866394244","1.14634178671281","0.719133189771588","Inf","0.959127695281573","1.14711961419158","0.572762409714511","0.913845627929391"
"r_2","Box1","uncertain","0.601649710298321","1.08113336853869","0.945123641039539","0.477305690112933","0.597440364638611","0.711242426040935","0.490140655950814","0.71238151000215","0.861809781494227","0.655539662171139","1.14634178671281","0.582604529456037","0.133045317455964","0.893858730085708","1.14711961419158","0.733977065407434","0.902789063220191"
"r_1","Box2","certain","0.596190735170553","1.59223657846988","1.23181909614945","0.408778536976226","0.550072217581535","0.823613091293045","0.528701082369841","0.860830061623384","1.14712955266108","0.917873580314524","1.0535082503106","0.824383395374451","1.08105905730419","0.770171981807372","1.18110740524419","0.688851427002375","0.918012970649199"
"r_2","Box2","uncertain","0.596190735170553","1.59223657846988","0.961340641981424","0.519350408996135","0.550072217581535","0.832979315842052","0.51652155584127","0.862833843487519","1.12585593366868","0.873823106842294","1.0535082503106","0.824383395374451","1.08487204737268","0.948225760572429","1.12774886754413","0.819715563366782","0.884497761964717"
"r_1","Municipal","certain","0.434409727651022","0.970118819193848","0.69176407131556","0.272473691351368","0.432055984094001","0.619867349012665","0.373447319512872","0.61353026430219","0.659861972368282","0.684991447648368","0.897889378555038","0.646058615070043","0.781151990875333","0.891771908209613","0.984908022393698","0.805191330055814","0.906167236816106"
"r_2","Municipal","uncertain","0.434409727651022","0.970118819193848","0.614833138906234","0.32092736575893","0.432055984094001","0.602967038290861","0.32888295711251","0.591698792244632","0.593289369144347","0.666388768703746","0.897889378555038","0.609684132802323","0.577767222493088","0.960930404830111","0.953453782758225","0.860958719377141","0.883959388020601"
"r_1","Rectangular","certain","0.955736597244015","2.2993031951875","1.66036286883483","0.685473369913195","0.896466371467266","0.754731993337006","0.538178399562184","0.74613169009337","0.948448722438027","1.30595274379196","1.84245558316365","1.18165024636424","0.0405214779764622","0.962013178860777","1.240086650334","0.818112698311668","0.87935165430705"
"r_2","Rectangular","uncertain","0.955736597244015","2.2993031951875","1.43681844210841","0.81757817382018","0.896466371467266","0.708341493550481","0.406425376106986","0.694886392304301","0.826272584016458","1.18009909791429","1.84245558316365","1.07211542119167","0.0405214779764622","1.56978453902904","1.240086650334","1.02026729376915","0.87935165430705"
