ID	Cat	Site_ID	AKB	E_coord	N_coord	CK	StoneWalls	Pithoi	Мillstones	Area_daa	SiteOffsite	Type	Relative	Absolute	Кат	Полеви	АКБ	X	Y	СК	Зидове	Питоси	Хромели	дка	Вид	Абсолютна	Област	Община	Землище	Топоним	Експедиция	Година_на_регистрация	Начин_на_добиване_на_данните	Начин_на_локализация_и_достоверност_на_координатите	Релативна	Пра.	Палео.	Нео.	РНео.	СНео.	КНео.	Х	РХ	КХ	БЕ	РБЕ	РБЕ1	РБЕ2	РБЕ3	СБЕ	КБЕ	ЖЕ	РЖЕ	РЖЕ1	РЖЕ2	КЖЕ	КЖЕ1	КЖЕ2	А	К	Ел.	РЕл.	КЕл.	РЕ	КА	КРЕ	РВ	Ср.	РСр.	ЗСр.	КСр.	ПБЦ	ВБЦ	Възраждане	Неопр.	Н.в.	Хипсометрия	Експозиция_код	Експозиция	Наклон	СР2201	СР2202	СР2203	СР2204	СР2205	СР2206	СР2207	СР2208	СР2209	СР2210	СР2211	СР2212	СР2022	Форми_релеф_код	Форми_релефа	Параметри_релеф_код	Параметри_релеф	Почви_код	Почви	Възраст_скали_код	Възраст_скали	Литология_скали_код	Литология_скали	Разстояние_Тунджа_3D	Разстояние_Тунджа_2D	Разстояние_Севтополис_3D	Разстояние_Севтополис_2D	Разстояние_извори_3D	Разстояние_извори_2D	Разстояние_реки_3D	Разстояние_реки_2D	PREHIST	PALEO	NEO	EarlyNEO	MidNEO	LateNEO	CHALCO	EarlyCHALCO	LateCHALCO	BA	EBA	EBA1	EBA2	EBA3	MBA	LBA	IA	EIA	EIA1	EIA2	LIA	LIA1	LIA2	ANTIQ	CLASSICAL	HELLEN	EarlyHELLEN	LateHELLEN	RP	LA	LRP	EByz	MA	EMA	HMA	LMA	1BK	2BK	Renaissance	UNIDENT.	Elevation	Aspect	Slope	ASR2201	ASR2202	ASR2203	ASR2204	ASR2205	ASR2206	ASR2207	ASR2208	ASR2209	ASR2210	ASR2211	ASR2212	ASR2022	Geomorphon	Paramscale	Soils	GeoSeries	GeoLitho	TonsBank3D	TonsBanks2D	Seuto3D	Seuto2D	Spring3D	Spring2D	Rivers3D	Rivers2D
144	1311			26,034134000	42,492202000	NA	NA	NA	NA	NA		Road	Неопр.		1311			26,034134000	42,492202000	нд	нд	нд	нд	нд	Път		Сливен	Нова Загора	Нова Загора	Калдаръма			Топонимия	Кадастрална карта	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	129	Низинен	7	ЮЗ	1	26245	44197	88745	128675	166997	174411	173557	145207	101586	56934	29436	20482	1156472	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	11919	11869	61467	61264	13231	13188	618	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	129	7	1	26245	44197	88745	128675	166997	174411	173557	145207	101586	56934	29436	20482	1156472	1	1	1	15	1	11919	11869	61467	61264	13231	13188	618	615
	1322		10005470	25,174468930	42,231190610	NA	NA	NA	NA	NA		Road	РЕ; КА		1322		10005470	25,174468930	42,231190610	нд	нд	нд	нд	нд	Път		Стара Загора 	Братя Даскалови	Оризово	Бююка/ Кърпачевата воденица/ Имелика 			АКБ картон	Координати от АКБ картона	РЕ; КА	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	158	Низинен	7	ЮЗ	1	26742	44859	89711	129676	167964	175292	174498	146230	102591	57717	29967	20901	1166146	1	Равен	1	Равен	13	Смолници	7	Седиментни (неоген)	1	Седиментни	41010	40683	44154	43973	23723	23704	292	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	158	7	1	26742	44859	89711	129676	167964	175292	174498	146230	102591	57717	29967	20901	1166146	1	1	13	7	1	41010	40683	44154	43973	23723	23704	292	291
498	1653			25,626568000	42,426359000	y	y	NA	NA	NA		Town	А; КА; РСр.; ЗСр.; КСр.		1653			25,626568000	42,426359000	да	да	нд	нд	нд	Град		Стара Загора	Стара Загора	Стара Загора	Августа Траяна/ Бероиа/ Берое/ Ейренополис/ Вероя/ Ески загра			Литературни данни	Общоизвестен топоним	А; КА; РСр.; ЗСр.; КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	222	Хълмист	5	ЮИ	4	26738	44843	89725	129819	168301	175716	174883	146436	102631	57700	29959	20902	1167652	6	Склон	1	Равен	4	Канелени	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	14327	14117	33836	33662	9220	9030	795	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	222	5	4	26738	44843	89725	129819	168301	175716	174883	146436	102631	57700	29959	20902	1167652	6	1	4	15	1	14327	14117	33836	33662	9220	9030	795	780
464	1656		10006866	26,110492000	42,630714000	NA	NA	NA	NA	NA		Road	А		1656		10006866	26,110492000	42,630714000	нд	нд	нд	нд	нд	Път		Сливен	Сливен	Струпец				АКБ картон	Координати и скици от АКБ картона	А	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	Хълмист	3	СИ	9	20971	37203	78929	119530	160046	169214	167353	136444	91601	48723	23794	16055	1069862	7	Дере	3	Хлътнал	12	Сиви горски	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	697	670	66401	65914	18103	17938	697	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	3	9	20971	37203	78929	119530	160046	169214	167353	136444	91601	48723	23794	16055	1069862	7	3	12	12	3	697	670	66401	65914	18103	17938	697	670
155	1419			25,893408000	42,591130000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1419			25,893408000	42,591130000	нд	нд	нд	нд	нд	Брод		Стара Загора	Гурково	Паничерево				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	229	Хълмист	6	Ю	7	27933	46389	91774	131527	169368	176363	175766	148001	104669	59493	31229	21913	1184425	9	Речна долина	5	Изпъкнал	1	Алувиално-ливадни	11	Високостепенни метаморфни (палеозой)	2	Метаморфни	16	14	48218	48186	1658	1619	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	229	6	7	27933	46389	91774	131527	169368	176363	175766	148001	104669	59493	31229	21913	1184425	9	5	1	11	2	16	14	48218	48186	1658	1619	16	14
154	118			25,926868000	42,594481000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		118			25,926868000	42,594481000	нд	нд	нд	нд	нд	Брод		Сливен	Нова Загора	Баня				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	233	Хълмист	5	ЮИ	4	28703	47397	93162	132801	170384	177170	176693	149233	106074	60673	32048	22562	1196899	8	Основа на склон	3	Хлътнал	9	Псевдоподзолисти	11	Високостепенни метаморфни (палеозой)	2	Метаморфни	96	91	50997	50906	3002	2900	96	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	233	5	4	28703	47397	93162	132801	170384	177170	176693	149233	106074	60673	32048	22562	1196899	8	3	9	11	2	96	91	50997	50906	3002	2900	96	91
467	1303		5700142	26,084371000	42,554603000	NA	y	NA	NA	7		Fortress?	Неопр.		1303		5700142	26,084371000	42,554603000	нд	да	нд	нд	7	Крепост?		Сливен	Нова Загора	Научен	Черковището			АКБ картон	Координати и скици от АКБ картона	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	233	Хълмист	5	ЮИ	1	26904	45072	90082	130216	168709	176097	175286	146853	103012	57976	30137	21040	1171384	9	Речна долина	3	Хлътнал	4	Канелени	3	Вулкански (горна креда)	4	Вулкански и вулканогенно-седиментни	6775	6673	64301	64155	14489	14421	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	233	5	1	26904	45072	90082	130216	168709	176097	175286	146853	103012	57976	30137	21040	1171384	9	3	4	3	4	6775	6673	64301	64155	14489	14421	38	38
13	1417			25,882600000	42,585495000	NA	NA	NA	NA	NA		Settlement	ЗСр	XII – XV	1417			25,882600000	42,585495000	нд	нд	нд	нд	нд	Селище	XII – XV	Стара Загора	Гурково	Паничерево	Ново село/ Янаклари			Литературни данни	Име на местността и описание в посочените публикации	ЗСр	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	234	Хълмист	1	Равен терен	0	26586	44662	89533	129743	168377	175866	174998	146405	102463	57500	29798	20770	1166701	1	Равен	1	Равен	9	Псевдоподзолисти	2	Седиментни (горна креда)	1	Седиментни	190	190	47370	47344	618	612	97	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	234	1	0	26586	44662	89533	129743	168377	175866	174998	146405	102463	57500	29798	20770	1166701	1	1	9	2	1	190	190	47370	47344	618	612	97	97
158	1421			25,866366000	42,609664000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1421			25,866366000	42,609664000	нд	нд	нд	нд	нд	Брод		Стара Загора	Гурково	Паничерево				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	240	Хълмист	1	Равен терен	0	26903	45076	90099	130262	168793	176197	175382	146913	103035	57981	30137	21038	1171817	8	Основа на склон	1	Равен	12	Сиви горски	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	137	137	46011	45886	927	905	137	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	240	1	0	26903	45076	90099	130262	168793	176197	175382	146913	103035	57981	30137	21038	1171817	8	1	12	15	1	137	137	46011	45886	927	905	137	137
157	1674			25,867460000	42,619768000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1674			25,867460000	42,619768000	нд	нд	нд	нд	нд	Брод		Сливен	Твърдица	Твърдица				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	242	Хълмист	1	Равен терен	0	26875	45034	90050	130251	168812	176229	175404	146909	103001	57931	30105	21016	1171617	1	Равен	1	Равен	12	Сиви горски	11	Високостепенни метаморфни (палеозой)	2	Метаморфни	38	38	46303	45969	1009	1008	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	242	1	0	26875	45034	90050	130251	168812	176229	175404	146909	103001	57931	30105	21016	1171617	1	1	12	11	2	38	38	46303	45969	1009	1008	38	38
156	1420			25,858201000	42,628597000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1420			25,858201000	42,628597000	нд	нд	нд	нд	нд	Брод		Стара Загора	Гурково	Паничерево				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	246	Хълмист	1	Равен терен	0	26935	45126	90201	130426	169021	176445	175619	147097	103156	58045	30172	21066	1173309	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	26	26	45746	45226	307	307	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	246	1	0	26935	45126	90201	130426	169021	176445	175619	147097	103156	58045	30172	21066	1173309	1	1	1	15	1	26	26	45746	45226	307	307	26	26
506	1413			25,881755000	42,581213000	y	y	NA	NA	NA		Church	ЗСр.; КСр.	XII – XV (XVI?) в.	1413			25,881755000	42,581213000	да	да	нд	нд	нд	Черква	XII – XV (XVI?) в.	Стара Загора	Гурково	Паничерево	Черковището			Литературни данни	Приблизително – по описание в статията на Л. Гетов.	ЗСр.; КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	247	Хълмист	2	С	7	21693	38223	80648	121661	162164	171107	169391	138639	93476	49964	24575	16641	1088183	4	Горен склон	1	Равен	9	Псевдоподзолисти	2	Седиментни (горна креда)	1	Седиментни	649	643	47341	47313	215	207	89	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	247	2	7	21693	38223	80648	121661	162164	171107	169391	138639	93476	49964	24575	16641	1088183	4	1	9	2	1	649	643	47341	47313	215	207	89	81
370	1669			25,862913000	42,633550000	NA	NA	NA	NA	NA		Church	КА; Ср.		1669			25,862913000	42,633550000	нд	нд	нд	нд	нд	Черква		Сливен	Твърдица	Твърдица	Адата			Литературни данни	Приблизително – по описание в посочената публикация и топонимът на топографска карта М 1:5000	КА; Ср.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	247	Хълмист	1	Равен терен	0	26886	45062	90121	130366	168997	176442	175606	147046	103079	57972	30119	21024	1172721	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	326	326	46379	45630	937	936	234	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	247	1	0	26886	45062	90121	130366	168997	176442	175606	147046	103079	57972	30119	21024	1172721	1	1	1	15	1	326	326	46379	45630	937	936	234	234
507	1414			25,882016000	42,579571000	NA	NA	NA	NA	NA		Flat necropolis	ЗСр.; КСр.	XII – XV (XVI?) в.	1414			25,882016000	42,579571000	нд	нд	нд	нд	нд	Плосък некропол	XII – XV (XVI?) в.	Стара Загора	Гурково	Паничерево				Литературни данни	Приблизително – по описание в статията на Л. Гетов.	ЗСр.; КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	250	Хълмист	3	СИ	3	26042	43945	88604	128955	167854	175523	174554	145674	101538	56675	29207	20302	1158873	8	Основа на склон	1	Равен	9	Псевдоподзолисти	2	Седиментни (горна креда)	1	Седиментни	817	811	47383	47350	244	238	24	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	250	3	3	26042	43945	88604	128955	167854	175523	174554	145674	101538	56675	29207	20302	1158873	8	1	9	2	1	817	811	47383	47350	244	238	24	23
159	807			25,828076000	42,642553000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		807			25,828076000	42,642553000	нд	нд	нд	нд	нд	Брод		Стара Загора	Гурково	Гурково				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	255	Хълмист	9	СЗ	5	24767	42253	86183	126614	165871	173882	172708	143375	99049	54681	27849	19230	1136464	9	Речна долина	1	Равен	9	Псевдоподзолисти	11	Високостепенни метаморфни (палеозой)	2	Метаморфни	2	2	43593	42830	403	380	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	255	9	5	24767	42253	86183	126614	165871	173882	172708	143375	99049	54681	27849	19230	1136464	9	1	9	11	2	2	2	43593	42830	403	380	2	2
324	1084			25,854451000	42,645031000	NA	NA	NA	NA	NA		Mound	Неопр.		1084			25,854451000	42,645031000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	259	Хълмист	7	ЮЗ	1	27341	45651	90920	131081	169539	176853	176092	147731	103882	58657	30603	21409	1179758	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	246	239	45798	45006	328	327	155	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	259	7	1	27341	45651	90920	131081	169539	176853	176092	147731	103882	58657	30603	21409	1179758	1	1	4	12	3	246	239	45798	45006	328	327	155	155
160	1310			25,824341000	42,629762000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1310			25,824341000	42,629762000	нд	нд	нд	нд	нд	Брод		Стара Загора	Николаево	Николаево				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	262	Хълмист	1	Равен терен	0	26849	45014	90070	130356	169050	176517	175671	147055	103034	57918	30079	20993	1172606	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	22	22	43105	42454	1167	1167	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	262	1	0	26849	45014	90070	130356	169050	176517	175671	147055	103034	57918	30079	20993	1172606	1	1	9	15	1	22	22	43105	42454	1167	1167	22	22
424	1588			25,371193000	43,001725000	NA	NA	NA	NA	NA		Road station	РЕ		1588			25,371193000	43,001725000	нд	нд	нд	нд	нд	Пътна станция		Габрово	Дряново	Славейково	Дискодуратера			Литературни данни	По описание в посочената публикация	РЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	265	Хълмист	5	ЮИ	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	Склон	1	Равен	12	Сиви горски	1	Седиментни (долна креда)	1	Седиментни	43242	42612	43451	42942	23300	22902	163	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	265	5	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	1	12	1	1	43242	42612	43451	42942	23300	22902	163	150
425	1589			25,371193000	43,001725000	NA	NA	NA	NA	NA		Road	Неопр.		1589			25,371193000	43,001725000	нд	нд	нд	нд	нд	Път		Габрово	Дряново	Славейково				Литературни данни	По описание в посочената публикация и топонимията	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	Хълмист	5	ЮИ	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	Склон	1	Равен	12	Сиви горски	1	Седиментни (долна креда)	1	Седиментни	43242	42612	43451	42942	23300	22902	163	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	5	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	1	12	1	1	43242	42612	43451	42942	23300	22902	163	150
428	1590			25,371193000	43,001725000	NA	NA	NA	NA	NA		Road	Неопр.		1590			25,371193000	43,001725000	нд	нд	нд	нд	нд	Път		Габрово	Дряново	Славейково				Литературни данни	По описание в посочената публикация и топонимията	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	Хълмист	5	ЮИ	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	Склон	1	Равен	12	Сиви горски	1	Седиментни (долна креда)	1	Седиментни	43242	42612	43451	42942	23300	22902	163	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	265	5	2	27503	45858	91188	131305	169688	176959	176228	147942	104145	58896	30775	21548	1182035	6	1	12	1	1	43242	42612	43451	42942	23300	22902	163	150
505	1412			25,877076000	42,593220000	y	NA	NA	NA	NA		Settlement	КРЕ	III – IV в.	1412			25,877076000	42,593220000	да	нд	нд	нд	нд	Селище	III – IV в.	Стара Загора	Гурково	Паничерево	Новоселски камък			Литературни данни	По описание в статията на Л. Гетов.	КРЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	267	Хълмист	3	СИ	12	24414	41818	85672	126374	166015	174218	172940	143237	98591	54180	27484	18941	1133884	2	Връх	1	Равен	12	Сиви горски	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	160	136	46863	46835	1191	1167	160	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	267	3	12	24414	41818	85672	126374	166015	174218	172940	143237	98591	54180	27484	18941	1133884	2	1	12	12	3	160	136	46863	46835	1191	1167	160	136
136	1423			24,848309000	42,510496000	NA	NA	NA	NA	NA		Road	Неопр.		1423			24,848309000	42,510496000	нд	нд	нд	нд	нд	Път		Пловдив	Карлово	Пролом	Друмът			Топонимия	Кадастрална карта	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	267	Хълмист	1	Равен терен	0	27131	45386	90585	130849	169468	176872	176064	147543	103553	58353	30380	21231	1177414	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	15203	15148	39377	39192	11249	11132	212	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	267	1	0	27131	45386	90585	130849	169468	176872	176064	147543	103553	58353	30380	21231	1177414	1	1	1	15	1	15203	15148	39377	39192	11249	11132	212	211
323	1083			25,856977000	42,649777000	NA	NA	NA	NA	NA		Mound	Неопр.		1083			25,856977000	42,649777000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	268	Хълмист	7	ЮЗ	1	27340	45661	90975	131215	169768	177118	176343	147898	103958	58678	30604	21408	1180966	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	796	789	46129	45251	243	241	146	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	268	7	1	27340	45661	90975	131215	169768	177118	176343	147898	103958	58678	30604	21408	1180966	1	1	4	12	3	796	789	46129	45251	243	241	146	145
36	1318			25,775646000	42,615005000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		1318			25,775646000	42,615005000	нд	нд	нд	нд	нд	Брод		Стара Загора	Николаево	Нова махала	Гечите			Топонимия	Приблизително – по азимут и разстояние, име на местността и описание в посочената публикация	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	Хълмист	1	Равен терен	0	27011	45234	90400	130713	169414	176868	176033	147426	103381	58180	30254	21130	1176043	1	Равен	1	Равен	4	Канелени	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	20	20	38665	38438	486	485	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	1	0	27011	45234	90400	130713	169414	176868	176033	147426	103381	58180	30254	21130	1176043	1	1	4	15	1	20	20	38665	38438	486	485	20	20
34	955			25,791890000	42,603362000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		955			25,791890000	42,603362000	нд	нд	нд	нд	нд	Брод		Стара Загора	Николаево	Едрево	Узун гечит			Топонимия	Име на местността и описание в посочената публикация	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	Хълмист	9	СЗ	1	26476	44539	89462	129896	168836	176459	175529	146657	102441	57370	29684	20678	1168026	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1699	1699	39853	39799	1913	1899	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	9	1	26476	44539	89462	129896	168836	176459	175529	146657	102441	57370	29684	20678	1168026	1	1	1	15	1	1699	1699	39853	39799	1913	1899	40	40
