ID	Cat	Site_ID	AKB	E_coord	N_coord	CK	StoneWalls	Pithoi	Мillstones	Area_daa	SiteOffsite	Type	Relative	Absolute	Кат	Полеви	АКБ	X	Y	СК	Зидове	Питоси	Хромели	дка	Вид	Абсолютна	Област	Община	Землище	Топоним	Експедиция	Година_на_регистрация	Начин_на_добиване_на_данните	Начин_на_локализация_и_достоверност_на_координатите	Релативна	Пра.	Палео.	Нео.	РНео.	СНео.	КНео.	Х	РХ	КХ	БЕ	РБЕ	РБЕ1	РБЕ2	РБЕ3	СБЕ	КБЕ	ЖЕ	РЖЕ	РЖЕ1	РЖЕ2	КЖЕ	КЖЕ1	КЖЕ2	А	К	Ел.	РЕл.	КЕл.	РЕ	КА	КРЕ	РВ	Ср.	РСр.	ЗСр.	КСр.	ПБЦ	ВБЦ	Възраждане	Неопр.	Н.в.	Хипсометрия	Експозиция_код	Експозиция	Наклон	СР2201	СР2202	СР2203	СР2204	СР2205	СР2206	СР2207	СР2208	СР2209	СР2210	СР2211	СР2212	СР2022	Форми_релеф_код	Форми_релефа	Параметри_релеф_код	Параметри_релеф	Почви_код	Почви	Възраст_скали_код	Възраст_скали	Литология_скали_код	Литология_скали	Разстояние_Тунджа_3D	Разстояние_Тунджа_2D	Разстояние_Севтополис_3D	Разстояние_Севтополис_2D	Разстояние_извори_3D	Разстояние_извори_2D	Разстояние_реки_3D	Разстояние_реки_2D	PREHIST	PALEO	NEO	EarlyNEO	MidNEO	LateNEO	CHALCO	EarlyCHALCO	LateCHALCO	BA	EBA	EBA1	EBA2	EBA3	MBA	LBA	IA	EIA	EIA1	EIA2	LIA	LIA1	LIA2	ANTIQ	CLASSICAL	HELLEN	EarlyHELLEN	LateHELLEN	RP	LA	LRP	EByz	MA	EMA	HMA	LMA	1BK	2BK	Renaissance	UNIDENT.	Elevation	Aspect	Slope	ASR2201	ASR2202	ASR2203	ASR2204	ASR2205	ASR2206	ASR2207	ASR2208	ASR2209	ASR2210	ASR2211	ASR2212	ASR2022	Geomorphon	Paramscale	Soils	GeoSeries	GeoLitho	TonsBank3D	TonsBanks2D	Seuto3D	Seuto2D	Spring3D	Spring2D	Rivers3D	Rivers2D
418	1817			25,350971000	42,671651000	NA	NA	NA	NA	NA		Settlement	КСр.	Преди 1479 г.	1817			25,350971000	42,671651000	нд	нд	нд	нд	нд	Селище	Преди 1479 г.	Стара Загора	Казанлък	Хаджидимитрово	Сегрели			Литературни данни	По описание в посочената публикация	КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	456	Хълмист	6	Ю	1	28571	47314	93568	134341	173400	180776	180047	151276	106754	60655	31915	22451	1211069	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	6718	6709	7016	7010	660	658	437	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	456	6	1	28571	47314	93568	134341	173400	180776	180047	151276	106754	60655	31915	22451	1211069	1	1	3	15	1	6718	6709	7016	7010	660	658	437	436
264	312	3113	10000476	25,242545980	42,671734320	NA	NA	NA	NA	NA	Site	Mound	КЖЕ		312	3113	10000476	25,242545980	42,671734320	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Голямо Дряново	Горния кър	Казанлък 2010	2010	Теренни издирвания	Посетен на терен и точно поставени координати	КЖЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	Хълмист	6	Ю	1	28529	47258	93490	134265	173330	180711	179983	151202	106674	60590	31870	22414	1210314	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5519	5518	7900	7890	558	556	47	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	6	1	28529	47258	93490	134265	173330	180711	179983	151202	106674	60590	31870	22414	1210314	1	1	3	15	1	5519	5518	7900	7890	558	556	47	47
61	1279		5510012	25,524726000	42,614924000	NA	NA	NA	NA	NA		Mound	Неопр.		1279		5510012	25,524726000	42,614924000	нд	нд	нд	нд	нд	Могила		Стара Загора	Мъглиж	Мъглиж			1996	АКБ картон	По азимут и разстояние от АКБ картона и сравнение с карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	7	ЮЗ	6	31204	50644	97855	137754	175350	181813	181580	154342	110970	64494	34702	24692	1245403	6	Склон	3	Хлътнал	9	Псевдоподзолисти	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	6414	6404	17908	17856	1483	1454	212	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	7	6	31204	50644	97855	137754	175350	181813	181580	154342	110970	64494	34702	24692	1245403	6	3	9	12	3	6414	6404	17908	17856	1483	1454	212	198
717	475	3315	10001416	25,225923330	42,659086670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		475	3315	10001416	25,225923330	42,659086670	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	5	ЮИ	1	28591	47340	93608	134383	173443	180811	180089	151322	106796	60686	31936	22467	1211472	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4713	4711	7959	7941	721	718	1147	1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	5	1	28591	47340	93608	134383	173443	180811	180089	151322	106796	60686	31936	22467	1211472	1	1	3	15	1	4713	4711	7959	7941	721	718	1147	1144
271	2055	3122	5500120	25,246282720	42,675258620	NA	NA	y	NA	NA	Site	Mound	КЖЕ (?)	V – III в. пр. Хр.	2055	3122	5500120	25,246282720	42,675258620	нд	нд	да	нд	нд	Могила	V – III в. пр. Хр.	Стара Загора	Казанлък	Ясеново	Минковска могила	Казанлък 2010	1998	Теренни издирвания	Посетен на терен и точно поставени координати	КЖЕ (?)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	Хълмист	5	ЮИ	2	28586	47328	93572	134316	173334	180694	179977	151240	106752	60669	31930	22464	1210863	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5821	5819	8009	7999	719	717	61	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	5	2	28586	47328	93572	134316	173334	180694	179977	151240	106752	60669	31930	22464	1210863	1	1	3	15	1	5821	5819	8009	7999	719	717	61	60
748	506	3350	10001416	25,226060000	42,659365000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		506	3350	10001416	25,226060000	42,659365000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	5	ЮИ	2	28820	47634	93999	134717	173670	180965	180284	151632	107185	61028	32179	22661	1214775	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4734	4731	7972	7951	753	751	1143	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	5	2	28820	47634	93999	134717	173670	180965	180284	151632	107185	61028	32179	22661	1214775	1	1	3	15	1	4734	4731	7972	7951	753	751	1143	1141
829	571	3535	10001416	25,225056670	42,658886670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		571	3535	10001416	25,225056670	42,658886670	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	6	Ю	2	28941	47789	94205	134895	173794	181052	180392	151799	107392	61208	32307	22764	1216536	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4732	4729	8011	7985	689	686	1166	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	6	2	28941	47789	94205	134895	173794	181052	180392	151799	107392	61208	32307	22764	1216536	1	1	3	15	1	4732	4729	8011	7985	689	686	1166	1164
349	682	3354	5510168	25,271163000	42,583207000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		682	3354	5510168	25,271163000	42,583207000	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище		Казанлък 2013	2013	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	4	И	2	28878	47706	94091	134793	173721	181003	180330	151704	107277	61110	32240	22711	1215564	3	Било	5	Изпъкнал	9	Псевдоподзолисти	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	3749	3732	4578	4517	689	668	472	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	4	2	28878	47706	94091	134793	173721	181003	180330	151704	107277	61110	32240	22711	1215564	3	5	9	12	3	3749	3732	4578	4517	689	668	472	463
822	564	3526	10001416	25,220748330	42,655863340	NA	NA	NA	NA	NA	Site	Mound	Неопр.		564	3526	10001416	25,220748330	42,655863340	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	Хълмист	5	ЮИ	2	28679	47452	93753	134503	173518	180857	180151	151431	106940	60816	32030	22542	1212673	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4661	4658	8110	8086	233	228	1111	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	456	5	2	28679	47452	93753	134503	173518	180857	180151	151431	106940	60816	32030	22542	1212673	1	1	3	15	1	4661	4658	8110	8086	233	228	1111	1108
213	849	3049	5510133	25,265143370	42,617751770	NA	NA	NA	NA	NA	Site	Mound	Неопр.		849	3049	5510133	25,265143370	42,617751770	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Долно Сахране		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	3	СИ	5	25158	42877	87528	128930	169332	177716	176407	146111	100669	55482	28285	19562	1158058	3	Било	5	Изпъкнал	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	594	533	3186	3160	1347	1333	594	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	3	5	25158	42877	87528	128930	169332	177716	176407	146111	100669	55482	28285	19562	1158058	3	5	3	15	1	594	533	3186	3160	1347	1333	594	533
767	742	3406	5510172	25,271255250	42,583489100	NA	NA	NA	NA	NA	Site	Mound	Неопр.		742	3406	5510172	25,271255250	42,583489100	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище		Казанлък 2009, 2013	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	4	И	2	28448	47153	93352	134156	173278	180695	179946	151107	106538	60467	31784	22346	1209269	4	Горен склон	5	Изпъкнал	9	Псевдоподзолисти	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	3729	3712	4554	4488	717	697	440	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	4	2	28448	47153	93352	134156	173278	180695	179946	151107	106538	60467	31784	22346	1209269	4	5	9	12	3	3729	3712	4554	4488	717	697	440	431
739	497	3340	10001416	25,222688330	42,657543340	NA	NA	NA	NA	NA	Site	Mound	Неопр.		497	3340	10001416	25,222688330	42,657543340	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	1	Равен терен	1	28029	46615	92637	133542	172850	180394	179572	150531	105825	59844	31339	21990	1203168	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4716	4713	8079	8057	447	443	1153	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	1	1	28029	46615	92637	133542	172850	180394	179572	150531	105825	59844	31339	21990	1203168	1	1	3	15	1	4716	4713	8079	8057	447	443	1153	1150
225	2088			25,263562000	42,678631000	NA	NA	NA	NA	NA		Mound	Неопр.		2088			25,263562000	42,678631000	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Ясеново				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	2	29222	48148	94673	135276	174025	181192	180584	152147	107854	61622	32605	23003	1220350	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5933	5931	7558	7555	486	479	85	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	2	29222	48148	94673	135276	174025	181192	180584	152147	107854	61622	32605	23003	1220350	1	1	3	15	1	5933	5931	7558	7555	486	479	85	84
74	270			25,135479000	42,593677000	NA	NA	NA	NA	NA		Mound	Неопр.		270			25,135479000	42,593677000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Габарево				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	2	С	3	26302	44375	89594	130825	170819	178876	177758	147941	102763	57233	29504	20529	1176519	4	Горен склон	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	658	649	14060	14025	582	574	365	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	2	3	26302	44375	89594	130825	170819	178876	177758	147941	102763	57233	29504	20529	1176519	4	1	1	15	1	658	649	14060	14025	582	574	365	356
826	568	3531	10001416	25,222690000	42,656756670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		568	3531	10001416	25,222690000	42,656756670	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	1	Равен терен	0	28546	47283	93534	134325	173412	180797	180065	151271	106724	60621	31888	22429	1210894	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4644	4642	8035	8008	411	407	1084	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	1	0	28546	47283	93534	134325	173412	180797	180065	151271	106724	60621	31888	22429	1210894	1	1	3	15	1	4644	4642	8035	8008	411	407	1084	1081
396	714	4071	5510105	25,309806670	42,564990000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		714	4071	5510105	25,309806670	42,564990000	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище	Хасанов тютюн	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	9	СЗ	4	26179	44204	89337	130557	170565	178649	177514	147668	102495	57029	29370	20426	1173992	3	Било	1	Равен	7	Ненаситени регосоли	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	4789	4756	5599	5570	878	853	502	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	9	4	26179	44204	89337	130557	170565	178649	177514	147668	102495	57029	29370	20426	1173992	3	1	7	12	3	4789	4756	5599	5570	878	853	502	480
979	662	1079	10001416	25,232671670	42,666925000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		662	1079	10001416	25,232671670	42,666925000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2012	2012	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	4	И	1	28180	46809	92891	133751	172977	180470	179679	150721	106076	60068	31500	22119	1205242	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5246	5243	8085	8075	603	600	159	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	4	1	28180	46809	92891	133751	172977	180470	179679	150721	106076	60068	31500	22119	1205242	1	1	3	15	1	5246	5243	8085	8075	603	600	159	157
417	1783			25,114215000	42,619494000	NA	NA	NA	NA	NA		Settlement	ЗСр. (?); КСр.	Преди 1479 г.	1783			25,114215000	42,619494000	нд	нд	нд	нд	нд	Селище	Преди 1479 г.	Стара Загора	Павел баня	Търничени	Хадър Елиаз			Литературни данни	По описание в посочената публикация	ЗСр. (?); КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	457	Хълмист	1	Равен терен	1	28141	46759	92827	133700	172953	180462	179659	150677	106013	60011	31458	22086	1204747	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	2399	2396	15557	15541	328	326	177	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	457	1	1	28141	46759	92827	133700	172953	180462	179659	150677	106013	60011	31458	22086	1204747	1	1	3	15	1	2399	2396	15557	15541	328	326	177	177
736	494	3337	10001416	25,220721670	42,656133330	NA	NA	NA	NA	NA	Site	Mound	Неопр.		494	3337	10001416	25,220721670	42,656133330	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	2	28818	47631	93992	134710	173664	180962	180280	151626	107179	61023	32177	22660	1214721	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4685	4683	8125	8104	238	232	1134	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	2	28818	47631	93992	134710	173664	180962	180280	151626	107179	61023	32177	22660	1214721	1	1	3	15	1	4685	4683	8125	8104	238	232	1134	1131
744	502	3345	10001416	25,222191670	42,658256670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		502	3345	10001416	25,222191670	42,658256670	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	1	28267	46923	93050	133901	173106	180575	179796	150870	106238	60202	31593	22193	1206715	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4804	4801	8158	8136	459	456	1241	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	1	28267	46923	93050	133901	173106	180575	179796	150870	106238	60202	31593	22193	1206715	1	1	3	15	1	4804	4801	8158	8136	459	456	1241	1238
776	518	3428	10001416	25,220446670	42,656016670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		518	3428	10001416	25,220446670	42,656016670	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	3	28717	47495	93795	134514	173488	180809	180112	151430	106975	60862	32069	22575	1212841	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4689	4687	8139	8116	212	207	1141	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	3	28717	47495	93795	134514	173488	180809	180112	151430	106975	60862	32069	22575	1212841	1	1	3	15	1	4689	4687	8139	8116	212	207	1141	1138
726	484	3324	10001416	25,225343330	42,659368340	NA	NA	NA	NA	NA	Site	Mound	Неопр.		484	3324	10001416	25,225343330	42,659368340	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2011	2011	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	2	29104	48000	94490	135146	173979	181189	180556	152038	107677	61453	32480	22902	1219013	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4765	4762	8017	7998	739	736	1181	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	2	29104	48000	94490	135146	173979	181189	180556	152038	107677	61453	32480	22902	1219013	1	1	3	15	1	4765	4762	8017	7998	739	736	1181	1178
980	663	1080	10001416	25,233761670	42,668493340	NA	NA	NA	NA	NA	Site	Mound	Неопр.		663	1080	10001416	25,233761670	42,668493340	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Горно Сахране		Казанлък 2012	2012	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	Хълмист	5	ЮИ	1	28835	47653	94022	134736	173678	180969	180293	151649	107209	61049	32195	22674	1214960	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5376	5374	8135	8128	670	668	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	457	5	1	28835	47653	94022	134736	173678	180969	180293	151649	107209	61049	32195	22674	1214960	1	1	3	15	1	5376	5374	8135	8128	670	668	1	1
130	242		2100741	24,953888890	42,443055560	y	y	NA	NA	4		Fortress	Ср.		242		2100741	24,953888890	42,443055560	да	да	нд	нд	4	Крепост		Пловдив	Брезово	Върбене	Градището			АКБ картон	Координати и скици от АКБ картона	Ср.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	457	Хълмист	7	ЮЗ	4	29257	48184	94698	135266	173978	181129	180527	152124	107870	61659	32642	23035	1220370	3	Било	5	Изпъкнал	9	Псевдоподзолисти	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	18001	17672	34921	34586	4695	4482	708	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	457	7	4	29257	48184	94698	135266	173978	181129	180527	152124	107870	61659	32642	23035	1220370	3	5	9	12	3	18001	17672	34921	34586	4695	4482	708	670
